S4 Table. Qualitative and quantitative comparisons between non-diabetes versus autoantibody cases and T1D cases.   																																												
Significant	#NAME?	Difference	Protein IDs	Protein names	Gene names	Razor + unique peptides	Sequence coverage [%]	Mol. weight [kDa]	-Log Student's t-test p-value ABB+_ND	LFQ intensity 6289_A	LFQ intensity 6289_B	LFQ intensity 6234_A	LFQ intensity 6234_B	LFQ intensity 6234_C	LFQ intensity 6238_A	LFQ intensity 6238_B	LFQ intensity 6238_C	LFQ intensity 6318_A	LFQ intensity 6318_B	LFQ intensity 6318_C	LFQ intensity 6339_A	LFQ intensity 6339_B	LFQ intensity 6339_C	LFQ intensity 6158_A	LFQ intensity 6158_B	LFQ intensity 6158_C	LFQ intensity 6167_A	LFQ intensity 6167_B	LFQ intensity 6167_C	LFQ intensity 6184_A	LFQ intensity 6184_2	LFQ intensity 6267_A	LFQ intensity 6175_A	LFQ intensity 6175_B	LFQ intensity 6245_A	LFQ intensity 6245_B	LFQ intensity 6267_B	LFQ intensity 6245_C	LFQ intensity 6247_A	LFQ intensity 6247_B	LFQ intensity 6247_C	LFQ intensity 6325_A	LFQ intensity 6325_B	LFQ intensity 6325_C
	1.35827307183092	-0.304997353326705	A0A024QZX5;A0A087X1N8;P35237	Serpin B6	SERPINB6	9	32.9	43.024	1.35827307183092	23.47655	23.17006	23.11172	23.14122	22.87718	23.49326	23.5297	23.25239	22.76705	22.7998	23.0357	22.9225	22.74667	22.80986	22.72823	23.12692	22.68782	22.63806	23.28729	23.04368	23.0465	21.95575	22.46956	22.80951	22.67187	22.8898	23.20526	23.39506	23.30814	23.5099	23.37504	21.36784	23.19406	23.31548	23.32141
	0.467721420507443	0.119486430334664	A0A024R216;Q9Y3E1;H3BPQ6;H3BPM9	Hepatoma-derived growth factor-related protein 3	HDGFRP3	4	27.6	22.619	0.467721420507443	20.55107	20.59702	20.69387	20.84636	20.08077	20.71959	20.746	20.92542	20.37506	20.45471	20.33226	20.55187	20.5641	20.58275	20.68295	21.03885	20.52784	20.34573	20.3974	21.22264	20.37867	20.40552	21.23204	20.39595	20.45476	20.79519	20.86944	20.25108	20.9194	19.76398	20.36598	19.37787	20.62182	19.34872	19.34721
	0.349299699660907	-0.136500358581543	A0A024R4E5;Q00341;H0Y394;H7C0A4;C9JZI8;C9J5E5;C9JIZ1;C9JT62;C9JHS7;C9JK79;C9JHZ8;C9JES8;C9JMQ6;C9JQ82;C9JBS3;C9JEJ8;A0A0E3D6N3;C9JHN6;H7BZC3;H7C2D1;C9JHS9;C9J739;H7C3D0	Vigilin	HDLBP	20	21.5	141.44	0.349299699660907	23.77716	23.37345	23.50434	23.72889	23.69445	24.08253	24.10125	24.18086	24.07284	23.85015	25.16484	23.48898	23.60546	23.62801	23.56999	23.46014	23.45826	23.59206	23.66123	23.71565	24.36018	24.29481	23.53623	23.87136	24.05092	23.98971	23.89162	23.79808	23.56116	24.11823	23.49338	20.32114	23.95154	23.70187	23.52516
	0.07719108162548	-0.048396125672355	A0A024R4M0;P46781;B5MCT8;C9JM19;F2Z3C0;A8MXK4	40S ribosomal protein S9	RPS9	12	47.4	22.591	0.07719108162548	23.53445	24.0436	25.09692	25.46494	25.11858	25.18109	25.50079	25.48342	25.37405	25.35686	25.04989	25.01346	25.14406	25.15043	25.45271	25.33906	25.59505	24.92225	24.75959	25.00196	24.92062	23.83345	25.06924	24.61161	24.51364	25.0242	24.93966	25.20736	25.3255	25.87	26.29425	24.51803	25.2536	25.44866	25.29105
	2.13032966956151	-1.0321498901125	A0A024R6I7;A0A0G2JRN3;G3V2B9;G3V5R8;G3V387;A0A0B4J278;G3V544		SERPINA1	16	36.1	46.708	2.13032966956151	25.47537	25.15912	25.15429	25.19757	25.36219	25.08675	25.07839	24.90486	25.37908	25.46301	25.74286	24.67611	24.76466	24.49473	24.26442	24.7744	24.65507	23.12811	22.06806	22.84207	24.26478	26.23659	24.72364	25.49524	24.97439	26.2113	26.38294	26.45414	26.34657	25.1702	24.53451	24.74494	25.91616	25.35481	25.41435
	0.041674323135914	0.059069149077882	A0A024RA52;P25787;C9JCK5;H7C402;H3BT36	Proteasome subunit alpha type;Proteasome subunit alpha type-2	PSMA2	6	38	25.898	0.041674323135914	18.92063	18.99249	22.90976	22.76939	18.42313	22.29474	21.24916	20.79733	21.52468	21.14681	20.54236	21.50154	21.56393	21.56723	20.17072	20.89578	20.13746	21.61428	21.47848	21.17347	22.53946	20.46663	21.18598	18.72446	21.13508	22.04086	21.59514	21.24365	20.7423	20.45302	20.67064	20.70051	21.49639	19.3854	21.27594
	0.021174569177946	0.039844346424889	A0A075B6L0;A0A075B6K9;P0CG06;P0CG05;A0A075B6K8;A0A0B4J231;A0A087WWC9;A0A087WXC3;A0A087WWU7;A0A087WYN7;A0A087WWT5;A0A087WU42;A0A087X2A1;A0A087WYR4;A0A087WX49;P0CG04;P0CF74;B9A064;A0A075B6L1;A0M8Q6	Ig lambda-3 chain C regions;Ig lambda-2 chain C regions;Ig lambda-1 chain C regions;Ig lambda-6 chain C region;Immunoglobulin lambda-like polypeptide 5	IGLC3;IGLC2;IGLC1;IGLL5;IGLC6	3	37.7	11.208	0.021174569177946	23.0208	21.12755	19.96986	19.97227	19.20888	20.65517	20.15866	20.12193	21.429	21.04567	18.44621	21.54477	21.50193	22.35267	20.55384	20.13362	20.1993	18.72948	18.79405	20.35173	24.40171	23.66796	20.31251	21.97113	21.36613	23.23916	20.14133	18.59382	20.15102	20.37095	18.62108	21.06164	22.92962	23.4491	23.39284
	0.280451427536799	0.151280978369332	K7EIV0;A0A075B7C0;A0A0C4DGQ5;P04632;U3KQE2;K7ELJ7;K7EM73;U3KPR7;K7EKD8;Q96L46	Calpain small subunit 1	CAPNS1	7	50.5	21.984	0.280451427536799	22.22155	21.89045	21.39775	21.64262	21.50785	21.75181	21.94646	21.94628	22.22565	21.89008	22.26948	22.59149	22.60614	22.18662	22.75261	22.45387	23.04498	22.07366	21.75144	21.567	22.92058	20.6753	22.16981	21.09597	21.82314	22.61403	21.65644	21.95042	21.67741	21.29732	22.69585	19.54113	21.69787	22.01777	19.38412
	0.348280008273311	-0.460928281148274	A0A075B7D9;H3BPE7;P35637;Q92804	RNA-binding protein FUS;TATA-binding protein-associated factor 2N	TAF15;FUS	2	5.1	48.839	0.348280008273311	19.69348	19.55441	21.05702	21.68505	22.17417	20.08646	21.78883	21.862	22.06907	22.48613	22.52116	18.93436	21.94281	22.04177	22.24005	22.47311	22.56097	19.49561	19.55406	18.73598	21.64086	18.64646	22.0096	22.11566	22.26422	22.46735	21.82676	22.71628	22.26694	18.67031	21.8963	19.15053	22.20997	22.27997	22.57642
	0.234729436368742	-0.163775232103134	V9HW75;A0A087WSV8;E9PKG6;P80303;Q2L696;E9PLR0;E9PLE9;E9PM22;H0YEG8;E9PJP3;H0YD18	Nucleobindin-2;Nesfatin-1	HEL-S-109;NUCB2;Nucb2	13	39	50.222	0.234729436368742	23.36959	23.25652	23.92034	23.83653	24.27519	24.09684	23.88595	24.19348	23.71921	23.60693	25.64403	22.97178	23.12147	22.93088	23.01873	23.213	22.53552	23.76507	24.01009	23.56895	24.69227	24.32175	23.36199	24.27483	24.51479	23.9943	24.14624	23.92515	23.86022	23.45964	23.4325	18.92651	24.11347	24.01001	23.92714
